,factor 1 score,factor 2 score,factor 3 score,factor 4 score,country
74,48.26253721518247,57.31758579882318,33.14398810293813,21.020653993387636,GB
75,37.432332228985885,45.16092384744901,38.070508362913465,16.97728610438432,GB
76,51.5598698913543,45.8761919734116,41.45833192646162,20.44213066570597,AU
77,39.161353808665346,54.47888431650172,39.09273988659621,16.505720228018998,IN
78,44.39157564291457,49.67673488120804,33.34634331363777,18.71798367403453,GB
79,52.54291731041234,47.250017699674075,39.29326182306057,18.915626390165265,PT
80,55.74380430245001,44.15155868581459,33.067240396773315,17.242288932951,GB
81,52.3013489274124,45.036771619391956,32.88192209045018,18.039411779530514,GB
82,-0.13891362657907752,1.415578702499005,1.3384174769406672,0.6181064556435082,DE
83,42.260858486809795,49.81532717912079,41.75981850929292,18.04697614394537,HK
84,47.24007694784088,62.214103665171244,41.061251120226444,20.445441662427825,GB
85,46.557626022026504,56.172502269871515,47.73824357966373,23.770054370000274,NL
86,44.54872442489946,58.455456247629904,39.73299670123724,18.94798127885501,GB
87,39.21715231926617,49.31375695387068,49.639848107196556,17.765423725070285,GB
88,37.08157412447354,45.621484408246005,47.42192757006131,15.61764264690483,NL
89,45.5550157744426,39.10419399258417,34.53020463427089,12.348367510947755,CA
90,40.867520454244115,47.132518017397544,51.872885946463434,17.67858404559835,NL
92,47.577478495505865,40.88190641877465,34.919740528488,14.867539317948419,GB
94,51.0319237691224,43.66528567613467,38.99592066054917,16.73379655090311,SG
95,57.93721097396193,47.51128297522614,38.61114921620639,19.988002341768254,GB
96,29.90629154845336,42.70345044114034,40.71130918698489,17.435092711679708,NONE
97,49.463142531022534,44.97732636407515,41.87626952904085,17.055349225533064,GB
98,43.240689534969086,56.92901580284457,42.23908791928767,17.78051304315104,GB
99,12.033559569078221,10.192373046500485,8.130884836359849,7.238055341418221,GB
100,26.07661553285723,37.20054584896374,44.2269737023387,18.52354722125189,US
101,50.59757486783481,39.9938053501694,36.00184753563834,17.043269391834603,GB
102,38.35086300023266,48.25086189020714,44.41713748140615,16.740398504663418,RO
103,44.24120216853139,34.2444290753047,34.34430016436172,14.991841070106409,IN
104,52.81800739617441,40.966516458722765,34.25547231699623,18.014173953087788,US
106,40.53880993988115,49.40856015703267,37.38544337993766,18.29245359434581,IN
107,47.661343854808536,40.442990667254705,37.72117541249441,14.365495590144896,GB
108,53.5987941705144,46.52217264548439,42.14958916948361,18.335264712832736,CA
109,37.78315958335046,47.266623029276495,48.14719726897048,15.95920156590724,GB
110,53.745933287595705,46.06263242091133,41.63429356260946,19.576609190369492,GB
111,33.6622899508185,44.64819580786244,45.99302694550322,15.454121156173725,NO
112,59.56842188045143,44.65332113225986,38.87159139060595,18.718290427855777,GB
113,46.28653592485531,37.880470350765535,35.69262179127647,17.400838576756048,US
114,38.56229097581671,40.64038492834106,25.678954303069293,17.01427271603646,GB
115,37.408286198334764,48.85377759548948,43.85492009751911,17.662942240556053,NL
116,49.02139209442105,43.549526736743836,36.37672451437821,17.381910949598335,GB
117,53.728116556058296,45.4348043467303,29.449553749244046,18.558318941514678,US
118,40.902824861557825,48.43701002158383,31.06970471744189,16.68287394836977,BD
119,52.17779938001938,45.03381373301041,41.66844761398064,20.041950107543947,BN
120,57.333470597302735,51.36981489986461,41.489464141656846,21.855589800197087,GB
122,1.2864504426017072,3.9707979355461793,1.1483253708960939,2.2381993706233514,CA
123,50.784920685622254,46.3422474659926,32.84825880428952,18.7857081661836,GB
124,37.02679910361969,41.66736996929711,29.18253413253473,18.999287465057062,IN
125,42.05060751678461,48.1657563991811,43.612326967079326,18.797523451844192,AU
126,36.364445912116764,46.06490881274862,47.060277353982336,17.264941041413124,GB
127,38.10391290405327,37.94429900406795,40.513254556516834,15.338479400678485,GB
128,49.2172313917411,41.44765619063671,38.742132860705524,17.290841508354912,GB
129,45.30749682739982,39.86292080188756,35.81431244307794,12.705739374217991,GB
130,54.00057273926729,46.28832899349972,36.18004196461734,18.978156349389526,GB
131,38.689938197778226,46.12569717854472,46.1488474700713,18.11055509348612,GB
134,55.35290779231497,45.09270215655748,37.09911507882449,19.888014954481243,PH
135,49.06932320795489,44.22941936215281,33.887005770865734,16.506458678268345,GB
136,49.48016871814913,43.95618631120096,40.18651867404031,17.04167354959418,PH
137,52.131058573570925,38.191584438054605,35.679319784112515,17.721850506016818,SE
138,48.445970502939645,44.08669825532456,39.48169530061961,16.135935644089596,DE
139,50.95535743201008,46.8252128206985,39.3942361376723,17.534530083673854,IN
140,52.9025178000503,44.934281444604785,41.19638577737872,18.399720038211004,AU
141,9.542973440493316,13.368461326160059,8.34751293086712,7.470410528556005,ZA
142,2.0973066709785884,1.4382901330666418,-0.6126981660312832,1.2379545118791964,NO
143,51.690969408529696,47.24230779776663,38.44434584079422,17.540560999063196,US
144,47.36696536524378,41.6980875829735,37.11940589225251,15.321524162972256,SE
145,3.949986848234067,4.538443663654261,4.3976173156209715,3.372010779696616,NL
146,45.68567993739685,60.10621016858597,37.3327913887694,19.693622003405327,GB
147,53.31675258611871,44.569556499945826,41.50924791431475,20.954071129953107,FR
148,34.36252137270539,43.7067010152662,41.00248934500908,14.716408558527663,NG
149,48.80535421172023,41.8990905006167,38.0438991075961,15.016432130777806,AU
150,48.830940919652356,42.20753900215786,39.94344371334955,18.78007323510667,GB
151,37.03167046724737,42.619214589215915,44.651289663702535,14.888434467958561,US
152,31.56645183236685,40.02299245581197,39.87722561838931,14.110073905817982,LT
153,2.0973066709785884,1.4382901330666418,-0.6126981660312832,1.2379545118791964,ET
154,52.591817438941746,44.16426131322176,40.79304750456442,19.755719898804433,DE
156,40.327864491236596,47.025057802701205,42.98192861328509,17.66402007227928,BE
157,40.27561131182834,49.9289787716171,43.926976440079336,18.500269048353374,GB
158,60.75061604283759,38.4107682288087,31.61969782158316,18.8332026438229,SE
159,1.9555009783345816,3.858595480049824,1.1299860309083605,2.6358447415288375,CA
160,27.151187287468026,37.521015475190715,44.863910685795965,18.306336118585318,GB
161,40.61589330975237,48.13856128771222,43.517249453740106,17.511147833902474,GB
162,53.785992911090396,42.05602402040152,36.47620006596097,15.31076131300101,AU
163,52.64329441034533,48.36972942975024,43.70494589513788,20.258351424277745,GB
164,54.87352308215903,43.629567968679524,34.79797240250198,19.517448779182445,US
165,54.900657110961326,41.964480671974194,34.30072411460867,15.886408840725872,CA
166,41.740793741936024,45.13183049437172,48.582335938562615,18.702844534383363,HK
167,61.53469276755771,46.85258062952967,40.38208854111642,19.20575244749154,GB
168,40.8696024919603,42.54958887811151,27.164449067536033,17.794783252056575,MY
169,40.22903816817869,46.521396745129806,39.32321174697883,22.078741090310718,SG
170,43.91944187194705,49.2811705414057,40.66778309800019,19.740165862430125,AU
171,47.708797614171125,57.66120705130198,40.3535583688164,19.3276865586742,GB
172,38.746480046917725,46.000533580576224,44.385135742237146,15.918962501879525,US
173,42.21153626035744,54.23216291482621,41.818511329445926,18.345732200923464,GB
174,36.63991774566032,46.71280544331059,47.88245221701254,17.54110072133204,GB
175,16.5981840490357,15.643995858780743,13.004827708507532,5.8845435469081915,GB
176,34.69133847783892,47.396794720268765,42.719173501213845,16.778873989692922,BR
177,1.09966429440408,5.009570102507105,2.556785154798267,2.020537680977022,AT
178,7.356840735607147,8.590323658741179,6.090114040498416,3.2441021427485377,US
180,38.805241378159,44.10018958198309,40.223996135231836,16.40981401346806,NL
181,50.19455093031814,42.52010124972115,36.59565560244472,15.069843744262107,US
182,53.47007624007472,45.12712839517996,40.52621667984309,19.632133112189678,DK
183,51.28170313362052,45.6968558577175,40.804253300096896,16.358776164479345,NL
184,55.36151591178047,45.21720019760802,40.624786189865866,20.043636207802688,US
185,37.02364499396687,40.18677994348011,41.291982270748775,14.247796830714094,GB
186,51.50227993584457,41.01089589473554,36.18211128857143,15.65733140716839,US
187,43.42671613857558,53.43079724562766,39.10726668160635,18.162408892712854,GB
188,55.351280060632725,44.14717123568434,34.02785480364104,18.07485867229685,DE
189,42.235429613965664,57.04999602149082,37.69442948694589,18.68691322623197,US
190,41.56188920455835,49.1744113207797,45.00466305405102,21.431378154975686,US
191,50.95087133629703,42.30726909217474,38.46668875953988,15.57415514090505,GB
192,38.5445007626043,44.94700040115189,43.47260017232605,16.137233091392176,US
193,57.92886912433746,41.05505330504624,32.4520239835179,18.642892316408602,ES
194,39.63409934692273,51.26193127229529,49.283528620746964,18.660690174678674,US
195,53.124118025542714,47.060705227708716,41.24064965232873,19.902868989033212,US
196,55.59172829832489,47.26674082372444,36.35477449088647,19.105497427225572,ES
197,36.44554396013122,43.497616904236445,39.523569712261114,16.06875858178152,US
198,53.32914202463981,44.416618748529224,42.11726091730399,19.159921575271138,US
199,50.28258827711784,43.04328981216654,40.40978690439442,16.51984031185026,FI
200,41.43483216896047,57.98421511446104,44.094865947016174,19.674020065449508,GB
201,42.986448777703394,53.067209627459036,46.59650116463851,22.622163530470146,US
202,50.955762857289315,45.08223127289692,35.01326573663949,17.118820296420974,NL
203,53.912414639017776,47.21162473858384,42.164730452336855,19.074022672444126,US
204,9.976305093221628,8.853948156844622,3.7824398719534704,3.635023104037277,ES
205,50.52260694428821,46.113094914245366,41.04579705911716,17.7407189333564,US
206,2.6216333387232353,1.7978626663333022,-0.7658727075391041,1.5474431398489954,IN
207,49.36971304749158,46.034318950413706,38.75877396305363,17.317314956719162,GB
208,45.20992161150134,62.07354123887684,38.13817509295417,19.70863482081824,GB
210,50.18028831171305,40.25070705789711,34.549799487667826,14.524111474816847,TZ
211,48.89296006221549,42.51501827459027,39.57808537823726,15.363084882756443,US
212,31.064441308928842,35.613837688915005,34.7158608632713,15.103647978074948,US
213,49.387708215698,45.93853271474903,41.611983373815804,17.13386746469598,LU
214,45.833247678618264,58.270314274207735,39.96682625116069,19.08952761181968,PH
215,42.52049846586394,34.767154924252125,31.249064351897896,15.702853001378447,MY
216,49.144862676931254,42.09416741507179,33.42983932270578,17.4868163095595,US
217,39.994779331958334,47.09622292979332,49.88373840583016,17.123033716167164,GB
218,53.28641144099341,46.74679641687822,42.50140712882757,19.3377873173589,US
219,44.90443530684679,48.85902288349933,37.1686588675424,20.929117481532842,FR
220,37.84705644880978,46.58845651103775,42.46929012765085,17.454478693353316,GB
221,52.81189590760767,44.61785899179806,38.450275204779054,19.624510825603465,US
222,38.76127730047594,43.46053012959456,35.599004802848356,17.603462136612592,PL
223,50.76940322270507,39.25684216980652,33.06539924052361,17.669529810150816,US
224,28.5201585905897,41.3278818008,34.75891872402018,17.15181090320748,US
226,50.65961393105188,46.494925654206504,40.245212667212655,17.27030151534663,NONE
227,33.256108262041565,48.772452955723395,42.63201606482305,18.87999967936961,US
228,37.49443640579917,50.130076745467726,42.85290225244546,20.92033748663296,DK
230,51.350829635282146,46.716818884554435,39.420112865011305,19.85323771777913,GB
231,45.25980939034163,35.46476410577142,36.30223083477629,15.113730993201674,US
232,51.58460838410118,43.05819120522555,39.69176316347356,15.58366030781004,GB
233,51.38311406369981,41.49263586123837,38.24487630843704,14.984420384893436,MY
234,41.83719593470092,49.314114333631714,38.55533805282106,18.79743364033468,US
235,45.257574261045484,57.5103409946861,43.6702807658437,17.863101710761985,JP
236,33.21207830143769,40.90561893691441,32.787993393390394,16.010667811484836,MX
237,34.38239575025091,46.01755033298098,38.33114418304679,17.80740976968874,GB
239,43.43831733345325,52.02163871072984,38.49222486548044,17.002850303555675,AU
240,35.61640470925095,48.14156040776337,46.86161662591138,16.417662814208413,NL
241,32.68746417696041,50.47005297512042,47.26114615669545,17.28343001413987,US
242,52.27589185600537,41.958469786302615,30.705227871901048,18.2647924139826,IN
243,51.253092139597534,45.29489576613013,42.654286094794884,18.80079501095374,GB
244,52.996672990896116,45.32464497582142,39.222549931502755,18.87874176030213,US
245,45.35308843071888,56.70078098383752,38.08927600218939,19.03441646266639,IN
246,53.740716058250754,48.056579419595145,31.738008359581904,21.260918067960226,US
247,52.35358048984523,45.87755098119691,41.49149264801228,18.628578281480927,IE
248,38.957240356880575,46.53878704743113,46.93465912853355,13.972812116274477,US
249,53.617265642701604,43.68877950824675,42.00445221803872,17.390925780934467,DE
250,47.81917812268005,44.54885374306721,38.31433873349471,16.36500594688347,AE
252,4.868288908133571,8.456006849274416,3.1251282320777065,3.4699936372019593,AU
253,37.27536691356054,44.49971650052862,40.28801439109991,15.302525494517877,GB
254,48.896825200403185,43.00947687211636,34.72626539980484,18.495258736782667,GB
256,54.67376716185578,38.50211231909156,38.03909752384027,18.670889541905584,FR
258,49.482122233191845,43.273316503508724,38.224350031088505,15.667138621766002,US
259,38.270817116613244,48.27522835368609,37.683284252500904,18.277265889043544,US
260,43.0408917327903,50.90207069625448,39.430122190211826,26.246258718730758,US
262,34.8779967296326,39.73562515394573,47.25640442208409,16.680821959588933,GB
263,55.01065034074502,51.28947919447018,44.45571135677968,20.810301255013393,US
264,48.41214698119793,63.54240493834879,40.00859845142056,21.661523929496905,GB
265,49.46022549838737,41.809290636662666,37.77278706461264,16.889072236547868,US
267,47.99801722176867,40.63503232402981,35.143133677852134,17.209065366143022,AT
268,38.24677861512619,47.048063133413976,42.19071843958638,17.566568105184796,US
269,51.84546939983352,40.77746595522959,38.842948121382655,15.554219106320287,US
270,32.751043211759416,44.18201047651492,38.40674487099212,16.735259337998084,US
271,46.66905356658958,38.43820418212025,30.451139950301148,14.5182787531322,GB
272,10.817916504043511,11.45842152768579,6.920742697640999,4.048720589818504,US
273,55.297020686265746,44.769541223057516,39.56619997936318,17.147292965827766,DK
274,46.26991340017371,51.03100223814455,42.57523669788387,19.79590445861321,CY
275,46.31894229219146,58.392299574353544,36.426730024815065,17.762219632119823,US
276,56.689161262138924,50.18558900978096,40.290555889512596,20.777114219945734,UG
277,40.87943446386198,47.78453764052586,35.718572028410634,18.927133246407912,US
278,38.16754270152625,43.46895477557011,44.494079055343704,13.41522085988447,HK
279,42.527239901672054,55.52736088686527,36.35314375894038,18.69725351778037,CA
280,42.880576029474824,38.62785646097806,33.65218911610017,12.840887218700953,DE
281,54.759067540118366,45.447626908993875,44.80616698483181,18.930190549427056,US
282,45.10024539190523,40.50255403609158,34.457400844637206,14.177959936129806,US
283,40.30162799362263,43.00398742490641,43.219341350221015,18.29626014286873,US
284,39.2630020420874,42.99385623437854,44.653831490003554,15.51971509948791,US
285,44.273992069028694,49.8381529211205,49.11983897885491,17.726395486675692,SE
286,42.734323681553406,47.17087998853589,36.3255395246395,21.13693824411531,GB
287,50.802575688440484,46.75291934955874,39.580717185615434,18.31961909830087,GB
288,39.72344964487102,55.9825831920488,41.52606414680986,16.62186944210879,MY
289,50.55895285420443,46.415916748549634,43.76539701633242,18.98932618843017,GB
290,54.982016258905155,41.95411019109348,34.60012806841855,16.683878611859647,GB
291,55.40279361604966,41.0237520245551,39.44958501447757,16.370623985026086,US
292,54.0991256847207,48.214860164691885,42.88201449231903,18.82015537490323,ZA
293,41.22026214465703,47.72283639842709,45.40862506390346,18.230323509981,US
294,48.05933941467275,40.38002841353319,37.961666686545556,14.366339679924856,US
295,40.97344564720721,46.87037228679224,39.29419522908462,18.870986905624935,IE
296,9.101742419034386,10.223410675563638,14.423446973708064,2.044618657574412,US
298,50.43716950810329,34.59863588121471,36.68196950957537,13.73202618658609,US
299,22.832696038281405,25.19217571932959,18.80740746953404,11.89447999344948,NO
300,48.96450243885844,41.885597131338805,33.831674804798226,15.88941857757415,US
301,50.3420571889707,42.422850811387185,39.411970340237914,16.555005868442162,NL
302,39.79810226981272,49.521231380416076,32.61801296265875,20.01108825212009,LK
303,6.1934134589867735,7.483810759836371,7.093284011391248,4.3352291081602825,GB
304,45.85307486365587,55.28493461739839,45.84466879749739,25.062248250703153,US
305,49.28621651143333,42.919295388548534,37.591154648471516,17.516020409794656,US
306,47.75039594020289,53.07381120235597,48.07512032879248,21.131887443409596,ES
307,39.25069955482662,44.43335371628231,40.05334718650321,16.47538327554804,DE
308,53.28957041235965,46.85359075498807,41.83381502353877,19.236765328636853,CA
309,40.321777618035256,51.43269183483712,35.667737221636195,14.554141810648963,CA
310,53.18137507262055,43.23095422312681,37.322326228179094,19.088882199879816,US
311,40.93151279844211,42.25903009030342,39.99443713992921,17.592926257594943,US
312,35.54103402258379,47.64330847364177,46.43508788938855,16.39574783766647,US
313,55.74975600749539,42.1531334697028,30.942459484198743,17.526534196587043,US
314,40.85636903335458,44.90212873419547,42.487610958342366,17.66884985105468,IN
315,51.85589676452915,37.13879740591119,37.58887108297911,15.920325607900097,FI
316,39.616468241588535,44.321904675338004,49.7345194138893,17.34704115016753,US
317,48.39556589826168,45.31676545151867,39.26453907967031,17.53163254434997,US
318,55.24605487668737,45.30786180962755,40.483404169316,19.263333465739546,US
319,36.825341769074136,45.29080570487182,42.15345940697376,16.337715748588042,AU
320,50.23156327214524,44.3663126024992,36.25203375068912,16.715498038695937,NO
321,40.427390436770665,43.36434869058805,38.24280718436101,19.776915985217695,NL
322,33.12070272425953,49.453472213689224,46.52408266733443,17.32227175934772,GB
323,56.08356753869164,46.3521447163184,44.3518490543352,16.94402900782475,CH
324,18.754385716498327,15.3363289126911,14.320469479530383,6.618654358400368,US
325,50.41102519897494,44.321653263013815,38.12278938399806,16.859858223075566,PL
326,53.63679296972682,46.31249673773887,37.24233801626327,18.804341282669753,US
327,40.6385151911761,44.11265426180435,42.9810092768538,19.010277198773853,US
328,54.43875433781009,48.77327409174106,44.76265708491859,20.401648017050167,AU
330,39.22358198802565,52.36250187488344,35.24840156788539,20.4870248610114,US
333,42.78600516585509,53.555348388422644,43.248223341089044,20.388062570604728,US
334,45.74697720872325,47.872101957508605,43.339822481186765,21.825933406820116,NONE
335,54.63367451702341,45.3789778511293,43.453971694083776,18.469939381027395,US
336,43.91176841703389,57.48162510827593,42.93239363712777,18.863659604113575,US
337,31.912353994797485,46.55108337772498,46.11095625652036,16.397606848628847,GB
338,15.22588482666603,15.244946611685396,13.046744537623493,6.4649809995733305,GB
339,49.84643907569374,44.35900932456457,36.60340617140622,16.35564959806207,US
340,52.81024427580868,40.88775746052004,37.086441592657295,15.336081592688602,GB
341,56.060237141762876,47.134336385670444,37.23854287805126,19.553844124590835,NL
342,44.40677212535349,52.802245568779924,41.73920245939001,21.889200166779165,US
343,36.260615584509104,46.31761787771866,41.40791209586033,16.777622140865954,PH
344,41.75136412328219,54.176115337828776,41.53682092451769,16.41683778213893,GB
345,44.26265773270115,54.82219702923183,42.71377061731821,19.346382655043552,US
346,50.66714052111603,44.67979338837298,38.292347600228595,17.42460505840533,KE
347,48.97699340166809,41.969212821807695,39.21011551880456,15.78529040120884,GB
348,10.55517459413872,10.462694797376919,8.46056458280023,5.416347679789682,US
349,51.224881422298,45.98928760482447,42.382115218468385,17.61950048463371,ES
351,16.50300385952314,16.650475254366846,13.734264196491928,7.490533811276861,US
352,33.01075292431422,47.59984779875715,47.27275259008519,14.69200562423813,CA
353,40.643388491406014,49.868290071012005,42.953830000091855,20.530350740288227,CA
354,39.601869712998436,44.81917185497651,35.76717792239533,16.230543373372313,GB
355,45.904729711119515,55.91353846412597,40.63490916780873,19.925406885334315,US
356,59.114436783010305,47.55749723238891,38.27629576908067,19.689176677373034,US
357,49.45033504107711,35.74221045087801,36.22767873377863,14.027724174744058,ZA
358,47.742522871755874,36.71680552153101,37.33248632577375,13.78708386078173,DE
360,34.91259012509612,39.943128539726395,31.360485810649752,19.089034458000974,FR
361,47.48766023553618,40.04363224727021,37.10689630195444,13.592100826099072,US
362,49.09169483637475,41.871846737303294,29.634502299673947,15.981928221726015,US
364,51.27244858323178,44.870191821169946,40.43203716746716,17.645334725842982,US
365,42.02125651924341,54.86122700928699,41.15490318851138,20.015176113213577,US
367,34.62535144833853,43.879726250226454,44.91499973111747,18.594340247872516,US
368,42.363042642422975,48.00193123883694,41.43617660256092,19.26653257169314,US
370,3.293059988647893,6.888084132727809,4.270362520599365,2.508556426316853,US
372,52.40518557335494,45.44376898179593,38.24227725577057,19.62796946041032,US
373,51.321477793060374,43.61128134805933,40.72318588885269,17.125153625510094,TH
374,51.723804862057506,43.853310072400674,40.40655083193961,18.0815769489993,US
375,1.5729800032339414,1.0787175997999814,-0.4595236245234624,0.9284658839093973,US
376,54.01030930303125,47.36010357336979,40.38629830427822,20.605607547540384,PL
377,44.54940405752526,52.304787700966614,41.40925887570843,23.38120810704665,CA
378,53.40454769652672,41.58801626927765,41.04353286004332,17.39680683725172,MY
379,50.48615147625918,44.385679764608234,38.37419000659469,16.803863341607432,US
380,53.759378062564295,43.927232565393396,35.84124734105409,17.402982157864177,US
381,33.191041406800544,47.35101877330607,44.89576796875632,17.67083857614823,US
382,44.388177538056766,38.51775887103528,32.14856501457691,14.196517139702516,SG
383,59.149764410944215,45.75363130807737,45.16270688467665,19.760172880250344,DE
384,41.145705372814774,49.59622515086041,46.36534221610225,19.924124089521573,US
385,53.087859749503636,44.82757872920798,35.5969219335928,18.28485909895665,GB
386,57.417355466549225,45.533142485868595,41.347077973646144,18.03796316340275,US
387,39.080294558497364,50.11769477109378,50.21360127298156,16.832694703509283,US
388,42.739413054963926,48.06515779416428,46.606542117949395,19.79859008787044,US
389,46.203881251515135,41.342469359268584,36.52990622053831,14.483059483067448,US
390,15.05040807321864,15.46695721033908,13.044915475058103,6.672710979156498,US
391,43.19043140607804,50.3932325936266,36.75250947482717,16.949048635747133,CA
392,52.82533676845781,45.95256692850822,32.73514675438185,19.51746692888985,MY
393,50.995020777999486,41.29579838631674,39.826248002425125,15.989108856357959,SG
395,39.74031988768171,45.579211129959,45.848400818302466,18.71750828326668,GB
396,52.62811359783419,41.740799332758584,35.817034166500115,16.25536339569564,US
397,51.07377461858199,42.151788828011746,39.78318405325427,14.936074766858626,US
398,40.86245664317321,54.61246715312308,51.20235500934983,19.560341257645938,US
399,53.57502060315287,42.80786876185039,39.36760827723956,18.903808066751864,US
400,35.86562533572978,42.71516456396532,42.332896302503286,15.530246758416542,US
401,57.616107482070184,50.751035373700454,45.43470219752986,20.710799040472672,US
402,2.0973066709785884,1.4382901330666418,-0.6126981660312832,1.2379545118791964,MY
403,42.06400000169128,49.0101710529335,44.6196086362687,17.83193572656105,US
406,35.27873724411557,40.269899599977784,47.676875702341434,19.02132161331292,US
408,38.92756733646136,55.81738099628845,41.05131203354168,18.010126735174268,US
409,39.4075226977912,47.994992890535855,47.23375569277529,14.816055242799548,US
410,47.87963683299451,39.95185912553704,33.28639758307158,18.15295590346565,US
411,46.30624043292594,54.08383582069453,42.472321489202685,21.4071847658885,NONE
412,53.133188931430766,37.47389499918432,38.213705099423876,16.890297207757364,NL
413,0.9728558624458133,2.500111415619076,2.1837512733018687,1.6814002128195111,GB
